tactic_id,tactic,priority,technique_id,technique,subtechnique_id,subtechnique,is_leaf,platforms,detection_strategies,analytics,data_components_required,data_components_missing,status,hypotheses,files
TA0005,Stealth,1,T1574,Hijack Execution Flow,T1574.009,Path Interception by Unquoted Path,yes,Windows,DET0064,AN0176,File Creation; File Metadata; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1574-hijack-execution-flow/T1574.009-path-interception-by-unquoted-path/unquoted-service-path-intercepted.yaml
TA0005,Stealth,1,T1574,Hijack Execution Flow,T1574.010,Services File Permissions Weakness,yes,Windows,DET0436,AN1211,File Creation; File Metadata; Process Creation; Service Creation,,covered,1,techniques/T1574-hijack-execution-flow/T1574.010-services-file-permissions-weakness/service-binary-overwritten-through-weak-permissions.yaml
TA0005,Stealth,1,T1574,Hijack Execution Flow,T1574.011,Services Registry Permissions Weakness,yes,Windows,DET0427,AN1195,Process Creation; Service Modification; Windows Registry Key Modification,Service Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1574,Hijack Execution Flow,T1574.012,COR_PROFILER,yes,Windows,DET0479,AN1319,File Creation; Module Load; Process Creation; Windows Registry Key Modification,Module Load,covered,1,techniques/T1574-hijack-execution-flow/T1574.012-cor-profiler/cor-profiler-environment-hijack.yaml
TA0005,Stealth,1,T1574,Hijack Execution Flow,T1574.013,KernelCallbackTable,yes,Windows,DET0577,AN1593,OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0005,Stealth,1,T1574,Hijack Execution Flow,T1574.014,AppDomainManager,yes,Windows,DET0517,AN1433,File Creation; Module Load; Process Creation,Module Load,blocked-telemetry,0,
TA0005,Stealth,1,T1612,Build Image on Host,,,yes,Containers,DET0459,AN1261,Image Creation; Network Connection Creation,Image Creation,out-of-scope,0,
TA0005,Stealth,1,T1620,Reflective Code Loading,,,yes,Linux; macOS; Windows,DET0300,AN0838; AN0839; AN0840,Module Load; OS API Execution; Process Access; Process Creation; Script Execution,Module Load; OS API Execution; Process Access,blocked-telemetry,0,
TA0005,Stealth,1,T1622,Debugger Evasion,,,yes,Linux; macOS; Windows,DET0371,AN1045; AN1046; AN1047,File Access; OS API Execution; Process Creation,OS API Execution,not-covered,0,
TA0005,Stealth,1,T1678,Delay Execution,,,yes,Linux; macOS; Windows,DET0372,AN1048; AN1049; AN1050,Module Load; Process Creation; Script Execution,Module Load,not-covered,0,
TA0005,Stealth,1,T1679,Selective Exclusion,,,yes,Windows,DET0897,AN2030,Command Execution; File Modification; Process Creation,,not-covered,0,
TA0005,Stealth,1,T1684,Social Engineering,,,no,Linux; macOS; Office Suite; SaaS; Windows,DET0899,AN2033; AN2034; AN2035; AN2036; AN2037,Application Log Content; Command Execution; File Access; File Creation; File Modification; Logon Session Creation; Network Connection Creation; Process Creation; User Account Authentication,,parent,0,
TA0005,Stealth,1,T1684,Social Engineering,T1684.001,Impersonation,yes,Linux; macOS; Office Suite; SaaS; Windows,DET0286,AN0792; AN0793; AN0794; AN0795; AN0796,Application Log Content; Command Execution; Logon Session Creation,,not-covered,0,
TA0005,Stealth,1,T1684,Social Engineering,T1684.002,Email Spoofing,yes,Linux; macOS; Office Suite; Windows,DET0431,AN1202; AN1203; AN1204; AN1205,Application Log Content,,not-covered,0,
TA0006,Credential Access,1,T1003,OS Credential Dumping,,,no,Linux; macOS; Windows,DET0234,AN0648; AN0649; AN0650,Active Directory Object Access; File Access; Process Access; Process Creation; Process Metadata,Process Access,parent,0,
TA0006,Credential Access,1,T1003,OS Credential Dumping,T1003.001,LSASS Memory,yes,Windows,DET0363,AN1030,File Creation; Process Access; Process Creation; User Account Metadata; Windows Registry Key Modification,Process Access,covered,1,techniques/T1003-os-credential-dumping/T1003.001-lsass-memory/lsass-memory-dumped-to-disk.yaml
TA0006,Credential Access,1,T1003,OS Credential Dumping,T1003.002,Security Account Manager,yes,Windows,DET0085,AN0235,File Creation; File Modification; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1003-os-credential-dumping/T1003.002-security-account-manager/sam-and-system-hives-exported.yaml
TA0006,Credential Access,1,T1003,OS Credential Dumping,T1003.003,NTDS,yes,Windows,DET0586,AN1611,File Creation; File Modification; Process Creation; Volume Creation,,covered,1,techniques/T1003-os-credential-dumping/T1003.003-ntds/ntds-extracted-via-shadow-copy.yaml
TA0006,Credential Access,1,T1003,OS Credential Dumping,T1003.004,LSA Secrets,yes,Windows,DET0437,AN1212,File Modification; Module Load; Process Access; Process Creation,Module Load; Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1003,OS Credential Dumping,T1003.005,Cached Domain Credentials,yes,Windows; Linux,DET0513,AN1417; AN1418,File Access; Process Access; Process Creation,Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1003,OS Credential Dumping,T1003.006,DCSync,yes,Windows,DET0594,AN1632,Active Directory Object Access; Active Directory Object Deletion; Network Traffic Content,,covered,1,techniques/T1003-os-credential-dumping/T1003.006-dcsync/directory-replication-requested-by-a-non-controller.yaml
TA0006,Credential Access,1,T1003,OS Credential Dumping,T1003.007,Proc Filesystem,yes,Linux,DET0593,AN1631,File Access; File Modification; Process Access; Process Creation,Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1003,OS Credential Dumping,T1003.008,/etc/passwd and /etc/shadow,yes,Linux,DET0446,AN1234,File Access; Process Creation,,covered,1,techniques/T1003-os-credential-dumping/T1003.008-etc-passwd-and-etc-shadow/shadow-file-read-or-copied.yaml
TA0006,Credential Access,1,T1040,Network Sniffing,,,yes,IaaS; Linux; macOS; Network Devices; Windows,DET0314,AN0875; AN0876; AN0877; AN0878; AN0879,Cloud Service Modification; Command Execution; Network Traffic Content; Process Creation; Service Creation; User Account Authentication,Cloud Service Modification,covered,1,techniques/T1040-network-sniffing/packet-capture-started-on-an-endpoint.yaml
TA0006,Credential Access,1,T1056,Input Capture,,,no,Linux; macOS; Network Devices; Windows,DET0102,AN0282; AN0283; AN0284; AN0285,File Access; File Modification; Network Connection Creation; Network Traffic Content; OS API Execution; Process Access; Process Creation; Process Metadata,OS API Execution; Process Access,parent,0,
TA0006,Credential Access,1,T1056,Input Capture,T1056.001,Keylogging,yes,Linux; macOS; Network Devices; Windows,DET0089,AN0243; AN0244; AN0245; AN0246,File Access; Firmware Modification; Network Traffic Content; OS API Execution; Process Access; Process Creation; Process Metadata; Service Creation; Windows Registry Key Modification,Firmware Modification; OS API Execution; Process Access,not-covered,0,
TA0006,Credential Access,1,T1056,Input Capture,T1056.002,GUI Input Capture,yes,Linux; macOS; Windows,DET0521,AN1440; AN1441; AN1442,Command Execution; Process Creation; Script Execution,,covered,1,techniques/T1056-input-capture/T1056.002-gui-input-capture/credential-prompt-presented-by-a-script.yaml
TA0006,Credential Access,1,T1056,Input Capture,T1056.003,Web Portal Capture,yes,Linux; macOS; Windows,DET0480,AN1320; AN1321; AN1322,File Creation; File Modification; Network Traffic Content,,covered,1,techniques/T1056-input-capture/T1056.003-web-portal-capture/authentication-page-modified-to-capture-credentials.yaml
TA0006,Credential Access,1,T1056,Input Capture,T1056.004,Credential API Hooking,yes,Windows; Linux; macOS,DET0139,AN0389; AN0390; AN0391,File Access; Module Load; Process Access; Process Creation; Process Modification,Module Load; Process Access; Process Modification,blocked-telemetry,0,
TA0006,Credential Access,1,T1110,Brute Force,,,no,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0463,AN1275; AN1276; AN1277; AN1278; AN1279,User Account Authentication,,parent,0,
TA0006,Credential Access,1,T1110,Brute Force,T1110.001,Password Guessing,yes,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0551,AN1521; AN1522; AN1523; AN1524; AN1525; AN1526,User Account Authentication,,not-covered,0,
TA0006,Credential Access,1,T1110,Brute Force,T1110.002,Password Cracking,yes,Identity Provider; Linux; macOS; Network Devices; Office Suite; Windows,DET0105,AN0292; AN0293; AN0294; AN0295; AN0296,File Access; File Creation; Process Access; Process Creation; User Account Authentication,Process Access,not-covered,0,
TA0006,Credential Access,1,T1110,Brute Force,T1110.003,Password Spraying,yes,Containers; ESXi; IaaS; Identity Provider; Linux; Network Devices; Office Suite; SaaS; Windows; macOS,DET0487,AN1336; AN1337; AN1338; AN1339; AN1340; AN1341; AN1342; AN1343,User Account Authentication,,not-covered,0,
TA0006,Credential Access,1,T1110,Brute Force,T1110.004,Credential Stuffing,yes,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0460,AN1262; AN1263; AN1264; AN1265; AN1266; AN1267; AN1268; AN1269; AN1270,User Account Authentication,,not-covered,0,
TA0006,Credential Access,1,T1111,Multi-Factor Authentication Interception,,,yes,Linux; macOS; Windows,DET0246,AN0687; AN0688; AN0689,Driver Load; Logon Session Creation; OS API Execution; Process Access; Process Creation; Windows Registry Key Modification,Driver Load; OS API Execution; Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1187,Forced Authentication,,,yes,Windows,DET0022,AN0065,File Creation; File Modification; Network Traffic Content; Network Traffic Flow,,covered,1,techniques/T1187-forced-authentication/forced-authentication-triggered-over-smb-or-webdav.yaml
TA0006,Credential Access,1,T1212,Exploitation for Credential Access,,,yes,Linux; Windows; macOS; Identity Provider,DET0174,AN0493; AN0494; AN0495; AN0496,Application Log Content; Process Access; Process Creation; User Account Authentication,Process Access,not-covered,0,
TA0006,Credential Access,1,T1528,Steal Application Access Token,,,yes,Containers; IaaS; Identity Provider; Office Suite; SaaS,DET0515,AN1423; AN1424; AN1425; AN1426; AN1427,Application Log Content; Cloud Service Enumeration; Cloud Service Modification; Cloud Storage Access; File Access; User Account Authentication,Cloud Service Enumeration; Cloud Service Modification; Cloud Storage Access,out-of-scope,0,
TA0006,Credential Access,1,T1539,Steal Web Session Cookie,,,yes,Linux; macOS; Office Suite; SaaS; Windows,DET0509,AN1402; AN1403; AN1404; AN1405; AN1406,Application Log Content; File Access; File Modification; Logon Session Creation; Process Access; Process Creation; User Account Authentication,Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1552,Unsecured Credentials,,,no,Windows; SaaS; IaaS; Linux; macOS; Containers; Network Devices; Office Suite; Identity Provider,DET0412,AN1153; AN1154; AN1155; AN1156; AN1157; AN1158; AN1159,Application Log Content; Cloud Service Metadata; Command Execution; File Access; File Creation; Network Traffic Content; Process Creation; User Account Authentication; Windows Registry Key Modification,Cloud Service Metadata,parent,0,
TA0006,Credential Access,1,T1552,Unsecured Credentials,T1552.001,Credentials In Files,yes,Containers; IaaS; Linux; macOS; Windows,DET0307,AN0856; AN0857; AN0858; AN0859; AN0860,Command Execution; File Access; File Creation; Logon Session Creation; Network Connection Creation; Process Creation,,covered,1,techniques/T1552-unsecured-credentials/T1552.001-credentials-in-files/credential-bearing-files-searched.yaml
TA0006,Credential Access,1,T1552,Unsecured Credentials,T1552.002,Credentials in Registry,yes,Windows,DET0250,AN0694,Process Creation; Windows Registry Key Access; Windows Registry Key Modification,,not-covered,0,
TA0006,Credential Access,1,T1552,Unsecured Credentials,T1552.003,Shell History,yes,Linux; macOS; Windows,DET0385,AN1085; AN1086,File Access; File Creation; Process Creation; Process Metadata,,not-covered,0,
TA0006,Credential Access,1,T1552,Unsecured Credentials,T1552.004,Private Keys,yes,Linux; macOS; Network Devices; Windows,DET0549,AN1516; AN1517; AN1518; AN1519,Command Execution; File Access; File Creation; Network Share Access; Process Creation,,covered,1,techniques/T1552-unsecured-credentials/T1552.004-private-keys/private-key-material-collected.yaml
TA0006,Credential Access,1,T1552,Unsecured Credentials,T1552.005,Cloud Instance Metadata API,yes,IaaS,DET0001,AN0001,Cloud Service Metadata; Network Connection Creation; Network Traffic Content,Cloud Service Metadata,out-of-scope,0,
TA0006,Credential Access,1,T1552,Unsecured Credentials,T1552.006,Group Policy Preferences,yes,Windows,DET0381,AN1075,File Creation; Network Share Access; Process Creation; Script Execution,,not-covered,0,
TA0006,Credential Access,1,T1552,Unsecured Credentials,T1552.007,Container API,yes,Containers,DET0198,AN0571,Application Log Content; Command Execution; Process Creation; User Account Authentication,,out-of-scope,0,
TA0006,Credential Access,1,T1552,Unsecured Credentials,T1552.008,Chat Messages,yes,SaaS; Office Suite,DET0111,AN0309; AN0310,Application Log Content; User Account Authentication,,out-of-scope,0,
TA0006,Credential Access,1,T1555,Credentials from Password Stores,,,no,IaaS; Linux; macOS; Windows,DET0430,AN1198; AN1199; AN1200; AN1201,Cloud Service Enumeration; File Access; OS API Execution; Process Access; Process Creation,Cloud Service Enumeration; OS API Execution; Process Access,parent,0,
TA0006,Credential Access,1,T1555,Credentials from Password Stores,T1555.001,Keychain,yes,macOS,DET0396,AN1112,File Access; OS API Execution; Process Creation,OS API Execution,blocked-telemetry,0,
TA0006,Credential Access,1,T1555,Credentials from Password Stores,T1555.002,Securityd Memory,yes,Linux; macOS,DET0057,AN0156; AN0157,Command Execution; File Access; Process Access; Process Creation,Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1555,Credentials from Password Stores,T1555.003,Credentials from Web Browsers,yes,Linux; macOS; Windows,DET0037,AN0105; AN0106; AN0107,File Access; Process Access; Process Creation,Process Access,covered,1,techniques/T1555-credentials-from-password-stores/T1555.003-credentials-from-web-browsers/browser-credential-store-accessed.yaml
TA0006,Credential Access,1,T1555,Credentials from Password Stores,T1555.004,Windows Credential Manager,yes,Windows,DET0134,AN0378,File Metadata; Process Access; Process Creation,Process Access,covered,1,techniques/T1555-credentials-from-password-stores/T1555.004-windows-credential-manager/credential-manager-vault-accessed.yaml
TA0006,Credential Access,1,T1555,Credentials from Password Stores,T1555.005,Password Managers,yes,Linux; macOS; Windows,DET0597,AN1641; AN1642; AN1643,File Access; File Metadata; Process Access; Process Creation,Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1555,Credentials from Password Stores,T1555.006,Cloud Secrets Management Stores,yes,IaaS,DET0130,AN0366,Cloud Service Enumeration,Cloud Service Enumeration,out-of-scope,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,,,no,IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0104,AN0287; AN0288; AN0289; AN0290; AN0291,Cloud Service Modification; File Modification; Module Load; Process Access; Process Creation; User Account Modification; Windows Registry Key Modification,Cloud Service Modification; Module Load; Process Access,parent,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.001,Domain Controller Authentication,yes,Windows,DET0271,AN0757,File Modification; Logon Session Creation; Module Load; Process Access,Module Load; Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.002,Password Filter DLL,yes,Windows,DET0472,AN1303,File Creation; Module Load; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.003,Pluggable Authentication Modules,yes,Linux; macOS,DET0454,AN1250; AN1251,File Modification; Logon Session Creation; Process Creation,,not-covered,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.004,Network Device Authentication,yes,Network Devices,DET0272,AN0758,File Modification; User Account Authentication,,out-of-scope,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.005,Reversible Encryption,yes,Windows,DET0589,AN1621,Active Directory Object Modification; Command Execution; Process Creation,,not-covered,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.006,Multi-Factor Authentication,yes,IaaS; Identity Provider; Linux; macOS; Office Suite; SaaS; Windows,DET0190,AN0543; AN0544; AN0545; AN0546; AN0547; AN0548; AN0549,Active Directory Object Modification; Application Log Content; Cloud Service Modification; File Modification; Script Execution; User Account Authentication; User Account Modification,Cloud Service Modification,not-covered,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.007,Hybrid Identity,yes,IaaS; Identity Provider; Office Suite; SaaS; Windows,DET0293,AN0814; AN0815; AN0816; AN0817; AN0818,Active Directory Object Modification; Application Log Content; Cloud Service Modification; Logon Session Creation; Module Load; User Account Modification,Cloud Service Modification; Module Load,blocked-telemetry,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.008,Network Provider DLL,yes,Windows,DET0580,AN1598,File Creation; Module Load; Process Access; Windows Registry Key Modification,Module Load; Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1556,Modify Authentication Process,T1556.009,Conditional Access Policies,yes,IaaS; Identity Provider,DET0030,AN0087; AN0088,Active Directory Object Modification; Application Log Content; Cloud Service Modification,Cloud Service Modification,out-of-scope,0,
TA0006,Credential Access,1,T1557,Adversary-in-the-Middle,,,no,Linux; macOS; Network Devices; Windows,DET0296,AN0823; AN0824; AN0825; AN0826,Application Log Content; File Modification; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Windows Registry Key Modification,,parent,0,
TA0006,Credential Access,1,T1557,Adversary-in-the-Middle,T1557.001,Name Resolution Poisoning and SMB Relay,yes,Windows,DET0462,AN1274,Network Traffic Content; Network Traffic Flow; Service Creation; Windows Registry Key Modification,,not-covered,0,
TA0006,Credential Access,1,T1557,Adversary-in-the-Middle,T1557.002,ARP Cache Poisoning,yes,Linux; Windows; macOS,DET0387,AN1091; AN1092; AN1093,Network Connection Creation; Network Traffic Content; Network Traffic Flow,,not-covered,0,
TA0006,Credential Access,1,T1557,Adversary-in-the-Middle,T1557.003,DHCP Spoofing,yes,Linux; Windows; macOS,DET0468,AN1290; AN1291; AN1292,Application Log Content; Network Traffic Content; Network Traffic Flow,,not-covered,0,
TA0006,Credential Access,1,T1557,Adversary-in-the-Middle,T1557.004,Evil Twin,yes,Network Devices,DET0379,AN1069,Application Log Content; Network Traffic Content; Network Traffic Flow,,out-of-scope,0,
TA0006,Credential Access,1,T1558,Steal or Forge Kerberos Tickets,,,no,Linux; macOS; Windows,DET0522,AN1443; AN1444; AN1445,Active Directory Credential Request; File Access; Logon Session Metadata; Process Access,Process Access,parent,0,
TA0006,Credential Access,1,T1558,Steal or Forge Kerberos Tickets,T1558.001,Golden Ticket,yes,Windows,DET0144,AN0405,Active Directory Credential Request; Logon Session Metadata; Process Access,Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1558,Steal or Forge Kerberos Tickets,T1558.002,Silver Ticket,yes,Windows,DET0241,AN0675,Active Directory Credential Request; Logon Session Metadata; Process Access,Process Access,blocked-telemetry,0,
TA0006,Credential Access,1,T1558,Steal or Forge Kerberos Tickets,T1558.003,Kerberoasting,yes,Windows,DET0157,AN0444,Active Directory Credential Request; Logon Session Creation; Logon Session Metadata; Process Access,Process Access,covered,1,techniques/T1558-steal-or-forge-kerberos-tickets/T1558.003-kerberoasting/service-ticket-harvesting.yaml
TA0006,Credential Access,1,T1558,Steal or Forge Kerberos Tickets,T1558.004,AS-REP Roasting,yes,Windows,DET0113,AN0316,Active Directory Credential Request; Process Creation,,covered,1,techniques/T1558-steal-or-forge-kerberos-tickets/T1558.004-as-rep-roasting/as-rep-roastable-accounts-harvested.yaml
TA0006,Credential Access,1,T1558,Steal or Forge Kerberos Tickets,T1558.005,Ccache Files,yes,Linux; macOS,DET0024,AN0069; AN0070,File Access; Process Creation,,not-covered,0,
TA0006,Credential Access,1,T1606,Forge Web Credentials,,,no,SaaS; Windows; macOS; Linux; IaaS; Office Suite; Identity Provider,DET0260,AN0717; AN0718; AN0719; AN0720; AN0721; AN0722; AN0723,File Access; Logon Session Creation; Network Traffic Content; Process Access; Web Credential Creation; Web Credential Usage,Process Access; Web Credential Creation; Web Credential Usage,parent,0,
TA0006,Credential Access,1,T1606,Forge Web Credentials,T1606.001,Web Cookies,yes,Linux; macOS; Windows; SaaS; IaaS,DET0171,AN0483; AN0484; AN0485; AN0486; AN0487,File Access; File Creation; Logon Session Creation; Network Connection Creation; Web Credential Usage,Web Credential Usage,not-covered,0,
TA0006,Credential Access,1,T1606,Forge Web Credentials,T1606.002,SAML Tokens,yes,SaaS; Windows; IaaS; Office Suite; Identity Provider,DET0148,AN0418; AN0419; AN0420; AN0421; AN0422,Logon Session Creation; Logon Session Metadata; User Account Authentication; Web Credential Creation; Web Credential Usage,Web Credential Creation; Web Credential Usage,blocked-telemetry,0,
TA0006,Credential Access,1,T1621,Multi-Factor Authentication Request Generation,,,yes,Windows; Linux; macOS; IaaS; SaaS; Office Suite; Identity Provider,DET0160,AN0449; AN0450; AN0451; AN0452; AN0453; AN0454,Application Log Content; Logon Session Metadata; User Account Authentication,,not-covered,0,
TA0006,Credential Access,1,T1649,Steal or Forge Authentication Certificates,,,yes,Windows; Linux; macOS; Identity Provider,DET0240,AN0671; AN0672; AN0673; AN0674,Active Directory Credential Request; Active Directory Object Modification; Application Log Content; Command Execution; File Access; Windows Registry Key Access,,not-covered,0,
TA0007,Discovery,2,T1007,System Service Discovery,,,yes,Linux; macOS; Windows,DET0483,AN1325; AN1326; AN1327,Command Execution; Process Creation,,not-covered,0,
TA0007,Discovery,2,T1010,Application Window Discovery,,,yes,Linux; macOS; Windows,DET0097,AN0271; AN0272; AN0273,Command Execution; OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,not-covered,0,
TA0007,Discovery,2,T1012,Query Registry,,,yes,Windows,DET0209,AN0589,Command Execution; Process Creation; Windows Registry Key Modification,,not-covered,0,
TA0007,Discovery,2,T1016,System Network Configuration Discovery,,,no,ESXi; Linux; macOS; Network Devices; Windows,DET0195,AN0559; AN0560; AN0561; AN0562; AN0563,Command Execution; Process Creation,,parent,0,
TA0007,Discovery,2,T1016,System Network Configuration Discovery,T1016.001,Internet Connection Discovery,yes,Windows; Linux; macOS; ESXi,DET0357,AN1015; AN1016; AN1017; AN1018,Command Execution; Network Connection Creation; Process Creation; Script Execution,,not-covered,0,
TA0007,Discovery,2,T1016,System Network Configuration Discovery,T1016.002,Wi-Fi Discovery,yes,Linux; Windows; macOS,DET0464,AN1280; AN1281; AN1282,Command Execution; File Access; Process Creation,,not-covered,0,
TA0007,Discovery,2,T1018,Remote System Discovery,,,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0574,AN1583; AN1584; AN1585; AN1586; AN1587,Command Execution; File Access; Network Connection Creation; Process Creation,,not-covered,0,
TA0007,Discovery,2,T1033,System Owner/User Discovery,,,yes,Linux; macOS; Network Devices; Windows,DET0093,AN0254; AN0255; AN0256; AN0257,Command Execution; OS API Execution; Process Creation,OS API Execution,not-covered,0,
TA0007,Discovery,2,T1040,Network Sniffing,,,yes,IaaS; Linux; macOS; Network Devices; Windows,DET0314,AN0875; AN0876; AN0877; AN0878; AN0879,Cloud Service Modification; Command Execution; Network Traffic Content; Process Creation; Service Creation; User Account Authentication,Cloud Service Modification,covered,1,techniques/T1040-network-sniffing/packet-capture-started-on-an-endpoint.yaml
TA0007,Discovery,2,T1046,Network Service Discovery,,,yes,Containers; IaaS; Linux; macOS; Network Devices; Windows,DET0376,AN1057; AN1058; AN1059; AN1060,Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,not-covered,0,
TA0007,Discovery,2,T1049,System Network Connections Discovery,,,yes,ESXi; IaaS; Linux; macOS; Network Devices; Windows,DET0320,AN0903; AN0904; AN0905; AN0906; AN0907; AN0908,Command Execution; Network Traffic Content; OS API Execution; Process Creation,OS API Execution,not-covered,0,
TA0007,Discovery,2,T1057,Process Discovery,,,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0034,AN0095; AN0096; AN0097; AN0098; AN0099,Command Execution; File Access; Process Access; Process Creation; Process Metadata,Process Access,not-covered,0,
TA0007,Discovery,2,T1069,Permission Groups Discovery,,,no,Containers; IaaS; Identity Provider; Linux; macOS; Office Suite; SaaS; Windows,DET0179,AN0507; AN0508; AN0509,Command Execution; Process Creation,,parent,0,
TA0007,Discovery,2,T1069,Permission Groups Discovery,T1069.001,Local Groups,yes,Linux; macOS; Windows,DET0114,AN0317; AN0318; AN0319,Process Creation,,not-covered,0,
TA0007,Discovery,2,T1069,Permission Groups Discovery,T1069.002,Domain Groups,yes,Linux; macOS; Windows,DET0360,AN1025; AN1026; AN1027,Command Execution; Network Traffic Content; Process Creation,,not-covered,0,
TA0007,Discovery,2,T1069,Permission Groups Discovery,T1069.003,Cloud Groups,yes,SaaS; IaaS; Office Suite; Identity Provider,DET0251,AN0695; AN0696; AN0697,Command Execution; Group Enumeration; Group Metadata,Group Enumeration; Group Metadata,out-of-scope,0,
TA0007,Discovery,2,T1082,System Information Discovery,,,yes,ESXi; IaaS; Linux; macOS; Network Devices; Windows,DET0525,AN1452; AN1453; AN1454; AN1455; AN1456; AN1457,Command Execution; Instance Enumeration; Process Creation; Windows Registry Key Modification,Instance Enumeration,not-covered,0,
TA0007,Discovery,2,T1083,File and Directory Discovery,,,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0370,AN1040; AN1041; AN1042; AN1043; AN1044,Command Execution; File Access; File Creation; Process Creation,,not-covered,0,
TA0007,Discovery,2,T1087,Account Discovery,,,no,ESXi; IaaS; Identity Provider; Linux; macOS; Office Suite; SaaS; Windows,DET0587,AN1612; AN1613; AN1614; AN1615; AN1616; AN1617; AN1618; AN1619,Cloud Service Enumeration; Command Execution; File Access; Group Enumeration; Process Creation; Script Execution; User Account Metadata,Cloud Service Enumeration; Group Enumeration,parent,0,
TA0007,Discovery,2,T1087,Account Discovery,T1087.001,Local Account,yes,ESXi; Linux; macOS; Windows,DET0303,AN0846; AN0847; AN0848; AN0849,File Access; Process Creation; User Account Metadata,,not-covered,0,
TA0007,Discovery,2,T1087,Account Discovery,T1087.002,Domain Account,yes,Linux; macOS; Windows,DET0129,AN0363; AN0364; AN0365,Command Execution; Network Traffic Content; Process Creation,,not-covered,0,
TA0007,Discovery,2,T1087,Account Discovery,T1087.003,Email Account,yes,Windows; Office Suite,DET0229,AN0641; AN0642,Application Log Content; Command Execution; Process Creation; User Account Authentication; User Account Metadata,,not-covered,0,
TA0007,Discovery,2,T1087,Account Discovery,T1087.004,Cloud Account,yes,IaaS; Identity Provider; Office Suite; SaaS,DET0386,AN1087; AN1088; AN1089; AN1090,Application Log Content; Command Execution; User Account Authentication; User Account Metadata,,out-of-scope,0,
TA0007,Discovery,2,T1120,Peripheral Device Discovery,,,yes,Linux; macOS; Windows,DET0491,AN1353; AN1354; AN1355,Drive Access; File Access; Process Access; Process Creation,Drive Access; Process Access,blocked-telemetry,0,
TA0007,Discovery,2,T1124,System Time Discovery,,,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0151,AN0430; AN0431; AN0432; AN0433; AN0434,Command Execution; File Creation; File Modification; Module Load; OS API Execution; Process Access; Process Creation; Process Metadata; Scheduled Job Creation; Scheduled Job Metadata; User Account Authentication,Module Load; OS API Execution; Process Access; Scheduled Job Metadata,blocked-telemetry,0,
TA0007,Discovery,2,T1135,Network Share Discovery,,,yes,Linux; macOS; Windows,DET0182,AN0513; AN0514; AN0515,Command Execution; Named Pipe Metadata; Network Connection Creation; Network Traffic Flow; OS API Execution; Process Creation,Named Pipe Metadata; OS API Execution,not-covered,0,
TA0007,Discovery,2,T1201,Password Policy Discovery,,,yes,Windows; Linux; macOS; IaaS; Network Devices; Identity Provider; SaaS; Office Suite,DET0161,AN0455; AN0456; AN0457; AN0458; AN0459; AN0460; AN0461,Active Directory Object Access; Command Execution; Process Creation; User Account Metadata,,not-covered,0,
TA0007,Discovery,2,T1217,Browser Information Discovery,,,yes,Linux; macOS; Windows,DET0013,AN0037; AN0038; AN0039,Command Execution; File Access; File Creation; Process Creation,,not-covered,0,
TA0007,Discovery,2,T1482,Domain Trust Discovery,,,yes,Windows,DET0007,AN0016,Active Directory Object Access; Command Execution; Module Load; Process Access; Process Creation,Module Load; Process Access,blocked-telemetry,0,
